,modo_llegada,modo_salida,pesoKG,tiempoMin,tiempoHoras
1194,barco,tren,4,30.000318236972916,0
1195,tren,barco,5,30.00026968359995,0
1196,barco,tren,1,30.000093479365557,0
1197,tren,barco,1,30.000113183654925,0
1198,tren,barco,2,30.000165733533873,0
1199,barco,tren,10,30.001090719900507,0
1200,tren,barco,9,30.001045160033016,0
1201,barco,tren,2,30.000113749312188,0
1202,tren,barco,3,30.00036334834307,0
1203,tren,barco,6,30.000656495995226,0
1204,tren,barco,10,30.000521319036135,0
1205,barco,tren,7,30.000302685287114,0
1206,tren,barco,10,30.000728520085662,0
1207,tren,barco,6,30.00038646373348,0
1208,tren,barco,1,30.000093389594532,0
1209,tren,barco,9,30.000987021116128,0
1210,tren,barco,4,30.000567282714456,0
1211,tren,barco,6,30.000655934631798,0
1212,tren,barco,10,30.00096717145874,0
1213,tren,barco,8,30.00066902992125,0
1214,barco,tren,2,30.00014101224179,0
1215,tren,barco,3,30.000272969092332,0
1216,barco,tren,7,30.00043114108097,0
1217,tren,barco,5,30.00054922382099,0
1218,barco,tren,8,30.000941788933197,0
1219,tren,barco,6,30.000509298235198,0
1220,barco,tren,2,30.00017991234883,0
1221,barco,tren,5,30.000211268040815,0
1222,barco,tren,5,30.00053229123564,0
1223,tren,barco,10,30.000907233667384,0
1224,barco,tren,6,30.00043545320215,0
1225,tren,barco,2,30.000180090758988,0
1226,tren,barco,9,30.000979630618858,0
1227,barco,tren,9,30.00084582683943,0
1228,barco,tren,2,30.000152049787744,0
1229,tren,barco,4,30.000313720713216,0
1230,tren,barco,6,30.00061550726525,0
1231,tren,barco,1,30.00012076441965,0
1232,barco,tren,4,30.00017825131251,0
1233,barco,tren,6,30.000436916803853,0
1234,tren,barco,9,30.000567015818117,0
1235,tren,barco,2,30.00030365148457,0
1236,barco,tren,1,30.000045440812592,0
1237,tren,barco,5,30.000537648109116,0
1238,barco,tren,6,30.00035197633896,0
1239,tren,barco,3,30.000328040832446,0
1240,tren,barco,4,30.00045760267748,0
1241,tren,barco,1,30.00012179456467,0
1242,tren,barco,2,30.000144263887968,0
1243,barco,tren,1,30.000074800302787,0
1244,tren,barco,6,30.000328500611346,0
1245,barco,tren,10,30.000928523761875,0
1246,tren,barco,5,30.00061790043027,0
1247,tren,barco,5,30.00094078079322,0
1248,tren,barco,8,30.00054773432427,0
1249,tren,barco,6,30.000369204025812,0
1250,tren,barco,6,30.000374060448724,0
1251,barco,tren,6,30.00032314276373,0
1252,barco,tren,9,30.000843503778096,0
1253,tren,barco,9,30.000557501942556,0
1254,barco,tren,5,30.000213554434996,0
1255,barco,tren,1,30.000118050593546,0
1256,tren,barco,10,30.001325532324472,0
1257,tren,barco,6,30.000290666630484,0
1258,barco,tren,8,30.000676894034413,0
1259,tren,barco,3,30.000227822161904,0
1260,barco,tren,10,30.00102108013512,0
1261,barco,tren,3,30.000150555688293,0
1262,barco,tren,1,30.000081244811618,0
1263,barco,tren,2,30.000126656709696,0
1264,tren,barco,3,30.000414596757974,0
1265,tren,barco,1,30.000092885518093,0
1266,tren,barco,5,30.000426388782397,0
1267,barco,tren,1,30.00003768195973,0
1268,tren,barco,2,30.000205936622628,0
1269,barco,tren,3,30.000222584123122,0
1270,barco,tren,3,30.000239583481367,0
1271,barco,tren,10,30.000840682552358,0
1272,tren,barco,10,30.00055480630279,0
1273,barco,tren,6,30.000420711444477,0
1274,barco,tren,2,30.000163920330277,0
1275,tren,barco,3,30.000190343215955,0
1276,barco,tren,1,30.000101304603398,0
1277,barco,tren,2,30.000144382180128,0
1278,tren,barco,1,30.000125029873264,0
1279,tren,barco,2,30.000143778081487,0
1280,barco,tren,5,30.0002839256599,0
1281,tren,barco,3,30.000228507718035,0
1282,tren,barco,3,30.000326019571155,0
1283,barco,tren,3,30.00012928380429,0
1284,tren,barco,4,30.00047125729863,0
1285,barco,tren,3,30.000170094403792,0
1286,tren,barco,2,30.000279970452013,0
1287,barco,tren,9,30.000499252160736,0
1288,barco,tren,1,30.000094644634487,0
1289,barco,tren,6,30.00025693364675,0
1290,barco,tren,6,30.00030553115113,0
1291,barco,tren,10,30.00062219053435,0
1292,tren,barco,5,30.000338135022442,0
1293,barco,tren,4,30.000382237584027,0
1294,barco,tren,7,30.00038779663831,0
1295,barco,tren,3,30.00014571191845,0
1296,tren,barco,7,30.000792268017044,0
1297,tren,barco,8,30.000642560661955,0
1298,tren,barco,8,30.000911924668713,0
1299,tren,barco,5,30.000575873492043,0
1300,tren,barco,10,30.000792028875075,0
1301,tren,barco,1,30.000056027377095,0
1302,barco,tren,4,30.000443304747854,0
1303,barco,tren,4,30.000169685796838,0
1304,tren,barco,3,30.000237599790825,0
1305,tren,barco,4,30.00033856672837,0
1306,tren,barco,7,30.00053253159446,0
1307,barco,tren,10,30.000353875083125,0
1308,tren,barco,5,30.000294731148077,0
1309,tren,barco,10,30.000817635287902,0
1310,tren,barco,7,30.00083755397901,0
1311,barco,tren,7,30.00042823556429,0
1312,barco,tren,1,30.000060618584648,0
1313,barco,tren,8,30.000621486043165,0
1314,tren,barco,4,30.000540346949276,0
1315,tren,barco,4,30.000439808192123,0
1316,tren,barco,9,30.000998675821766,0
1317,barco,tren,4,30.000308477169973,0
1318,tren,barco,2,30.000184573722876,0
1319,tren,barco,5,30.000327514901162,0
1320,tren,barco,3,30.000298262319397,0
1321,barco,tren,5,30.000386451569515,0
1322,tren,barco,4,30.00061931070088,0
1323,barco,tren,5,30.00017500334546,0
1324,tren,barco,5,30.000599706855553,0
1325,barco,tren,6,30.000289801820426,0
1326,barco,tren,3,30.000109317850985,0
1327,tren,barco,7,30.00050815281172,0
1328,tren,barco,5,30.000647476176518,0
1329,tren,barco,1,30.000082371270715,0
1330,barco,tren,1,30.000064599200414,0
1331,tren,barco,6,30.000324435269356,0
1332,tren,barco,6,30.000539799499776,0
1333,barco,tren,2,30.000121434032227,0
1334,tren,barco,1,30.000086400149314,0
1335,tren,barco,4,30.00059464231429,0
1336,barco,tren,8,30.000678373267718,0
1337,barco,tren,2,30.000173124553786,0
1338,tren,barco,1,30.00010677592856,0
1339,tren,barco,6,30.000867139070692,0
1340,tren,barco,9,30.00086805889552,0
1341,barco,tren,10,30.001035576216992,0
1342,tren,barco,6,30.000525444670618,0
1343,barco,tren,10,30.000206499383044,0
1344,tren,barco,6,30.000666342642138,0
1345,tren,barco,4,30.000366735985867,0
1346,tren,barco,5,30.000465597593106,0
1347,barco,tren,6,30.00054267530021,0
1348,barco,tren,6,30.00026893399682,0
1349,tren,barco,6,30.000541079705965,0
1350,tren,barco,7,30.000782542885016,0
1351,barco,tren,3,30.000153662889332,0
1352,barco,tren,10,30.00080677774328,0
1353,barco,tren,1,30.0001010163179,0
1354,tren,barco,1,30.00005657160886,0
1355,tren,barco,10,30.00096686804447,0
1356,barco,tren,1,30.000069527739853,0
1357,tren,barco,10,30.001031641984206,0
1358,barco,tren,2,30.000129947108565,0
1359,barco,tren,4,30.00042385374261,0
1360,tren,barco,10,30.000895125878895,0
1361,tren,barco,10,30.001190359241026,0
1362,tren,barco,2,30.000274278688796,0
1363,barco,tren,3,30.00029039998557,0
1364,tren,barco,9,30.00055663959826,0
1365,tren,barco,5,30.000460964285264,0
1366,tren,barco,5,30.000471266006986,0
1367,tren,barco,4,30.000286521847165,0
1368,barco,tren,10,30.000496715246708,0
1369,tren,barco,4,30.000525648556827,0
1370,tren,barco,5,30.000412748480212,0
1371,tren,barco,7,30.00064177790553,0
1372,tren,barco,3,30.000106073554402,0
1373,tren,barco,5,30.000488314435184,0
1374,tren,barco,1,30.00006362728681,0
1375,tren,barco,3,30.00030556367612,0
1376,tren,barco,3,30.000383402619786,0
1377,tren,barco,2,30.000242748557294,0
1378,tren,barco,10,30.001487051533992,0
1379,barco,tren,7,30.000431125868438,0
1380,barco,tren,6,30.00043143752305,0
1381,barco,tren,3,30.0002695218835,0
1382,barco,tren,1,30.000071714777313,0
1383,tren,barco,3,30.00034884030729,0
1384,barco,tren,4,30.000201646996654,0
1385,tren,barco,5,30.000444837749757,0
1386,barco,tren,10,30.000940819107157,0
1387,tren,barco,10,30.00091257430939,0
1388,tren,barco,3,30.000230338930308,0
1389,tren,barco,2,30.000182929952466,0
1390,tren,barco,10,30.00087437606701,0
1391,barco,tren,9,30.000764010706717,0
1392,tren,barco,4,30.000412987374315,0
1393,tren,barco,10,30.00089315792579,0
1394,barco,tren,5,30.000461468185385,0
1395,barco,tren,5,30.000417872587146,0
1396,barco,tren,7,30.000551261047985,0
1397,tren,barco,4,30.00036887289603,0
1398,tren,barco,1,30.000070179783926,0
1399,tren,barco,1,30.000066617880563,0
1400,tren,barco,8,30.000941536431746,0
1401,tren,barco,8,30.000612949017473,0
1402,barco,tren,8,30.00032946037182,0
1403,barco,tren,8,30.00043282719464,0
1404,tren,barco,1,30.000075912354795,0
1405,tren,barco,8,30.000591391684544,0
1406,barco,tren,6,30.000300454695992,0
1407,barco,tren,5,30.00041641607345,0
1408,barco,tren,1,30.000054178615287,0
1409,tren,barco,4,30.0002161464193,0
1410,barco,tren,8,30.00050400598265,0
1411,tren,barco,6,30.00068347253863,0
1412,barco,tren,9,30.00064373244446,0
1413,tren,barco,2,30.00013168263394,0
1414,barco,tren,10,30.000683547056948,0
1415,barco,tren,7,30.000477199201022,0
1416,tren,barco,10,30.000855781157075,0
1417,tren,barco,8,30.000396858562983,0
1418,barco,tren,4,30.00037131384249,0
1419,tren,barco,2,30.000229136429812,0
1420,barco,tren,9,30.00048490103148,0
1421,tren,barco,2,30.00014619519277,0
1422,barco,tren,2,30.00018469191278,0
1423,tren,barco,1,30.00010902376313,0
1424,tren,barco,5,30.000482162791975,0
1425,barco,tren,4,30.00032299788233,0
1426,tren,barco,1,30.000070795281108,0
1427,barco,tren,7,30.00079030145064,0
1428,barco,tren,6,30.0003620888702,0
1429,barco,tren,4,30.000301585845012,0
1430,tren,barco,5,30.000436585874528,0
1431,barco,tren,7,30.000713634151214,0
1432,barco,tren,7,30.000437379238548,0
1433,tren,barco,7,30.000636144882282,0
1434,tren,barco,6,30.00038665279046,0
1435,barco,tren,9,30.000680021079344,0
1436,barco,tren,4,30.000234466911316,0
1437,tren,barco,1,30.00009452858636,0
1438,barco,tren,5,30.0001956337992,0
1439,barco,tren,1,30.000063716530587,0
1440,tren,barco,1,30.000112977958402,0
1441,tren,barco,1,30.000098817174905,0
1442,barco,tren,4,30.000155280166528,0
1443,tren,barco,6,30.0006182622709,0
1444,barco,tren,2,30.00023208016065,0
1445,barco,tren,1,30.000079676891005,0
1446,barco,tren,7,30.00034147512739,0
1447,barco,tren,10,30.00042976823347,0
1448,barco,tren,4,30.000312000787197,0
1449,tren,barco,10,30.000876006270875,0
1450,tren,barco,4,30.0002347826598,0
1451,tren,barco,10,30.000860886560094,0
1452,barco,tren,7,30.000465181456217,0
1453,tren,barco,8,30.000671924728607,0
1454,tren,barco,1,30.000062938130576,0
1455,tren,barco,8,30.001030667916485,0
1456,barco,tren,2,30.000186454312608,0
1457,barco,tren,3,30.000224147249963,0
1458,barco,tren,4,30.00014513629702,0
1459,barco,tren,10,30.000460823451995,0
1460,tren,barco,1,30.000117660761955,0
1461,tren,barco,4,30.000287984890093,0
1462,barco,tren,8,30.00043012707653,0
1463,tren,barco,10,30.00080257643093,0
1464,tren,barco,2,30.000192586146476,0
1465,barco,tren,8,30.000566336856462,0
1466,barco,tren,7,30.000639062415917,0
1467,barco,tren,3,30.00023088648096,0
1468,barco,tren,6,30.00036068734886,0
1469,barco,tren,6,30.000696842791854,0
1470,tren,barco,3,30.00030296001253,0
1471,tren,barco,8,30.001185671034616,0
1472,barco,tren,8,30.00044013201809,0
1473,tren,barco,4,30.00043132995965,0
1474,barco,tren,10,30.00068864889444,0
1475,tren,barco,10,30.001298013085165,0
1476,tren,barco,2,30.00025757176231,0
1477,barco,tren,1,30.000078014971812,0
1478,tren,barco,5,30.0005841247908,0
1479,tren,barco,7,30.000630962031618,0
1480,barco,tren,1,30.000057247277383,0
1481,tren,barco,10,30.00111497951369,0
1482,barco,tren,2,30.00013162958789,0
1483,barco,tren,8,30.00039794356935,0
1484,tren,barco,10,30.000964821782667,0
1485,tren,barco,5,30.000567540434847,0
1486,tren,barco,8,30.0007017078683,0
1487,barco,tren,7,30.00062924363367,0
1488,tren,barco,8,30.00088163874541,0
1489,tren,barco,3,30.000264571086444,0
1490,tren,barco,5,30.000497918950593,0
1491,barco,tren,5,30.000274657840272,0
1492,barco,tren,7,30.00055668657043,0
1493,barco,tren,10,30.00050310488922,0
1494,tren,barco,10,30.00069948485568,0
1495,barco,tren,4,30.00038739950835,0
1496,tren,barco,7,30.000672071284622,0
1497,barco,tren,9,30.000374622492576,0
1498,barco,tren,3,30.000164270368636,0
1499,barco,tren,5,30.000235918549492,0
1500,tren,barco,10,30.000952157685663,0
1501,barco,tren,10,30.001012902896147,0
1502,tren,barco,4,30.000280723389597,0
1503,barco,tren,5,30.000290827466603,0
1504,tren,barco,5,30.00052646367426,0
1505,barco,tren,3,30.000280103948192,0
1506,tren,barco,3,30.000243027114415,0
1507,barco,tren,8,30.000377141760975,0
1508,barco,tren,8,30.00048009999477,0
1509,barco,tren,6,30.000454584833253,0
1510,barco,tren,6,30.00029262767369,0
1511,tren,barco,6,30.000629080103625,0
1512,tren,barco,7,30.000637844025437,0
1513,barco,tren,4,30.000217600799985,0
1514,barco,tren,10,30.000660988796398,0
1515,barco,tren,1,30.00004660027788,0
1516,barco,tren,3,30.0002528361275,0
1517,barco,tren,7,30.000410669143555,0
1518,barco,tren,3,30.00015744919434,0
1519,tren,barco,8,30.000638338294152,0
1520,barco,tren,1,30.000065734661824,0
1521,tren,barco,1,30.000123548115305,0
1522,tren,barco,9,30.001083578363623,0
1523,barco,tren,8,30.000386846554388,0
1524,barco,tren,1,30.000118855765372,0
1525,tren,barco,9,30.001170246515468,0
1526,tren,barco,6,30.00047534093498,0
1527,tren,barco,4,30.000309250953883,0
1528,barco,tren,3,30.00015626713762,0
1529,tren,barco,2,30.000221789757575,0
1530,barco,tren,5,30.00054459520592,0
1531,tren,barco,5,30.000485825511376,0
1532,tren,barco,3,30.00024856049423,0
1533,barco,tren,9,30.00096382548371,0
1534,tren,barco,3,30.00031570313746,0
1535,tren,barco,9,30.000646307833964,0
1536,tren,barco,1,30.00010939697479,0
1537,barco,tren,6,30.000481529784484,0
1538,barco,tren,10,30.00111365733165,0
1539,tren,barco,10,30.000811166501897,0
1540,barco,tren,9,30.00093426520952,0
1541,tren,barco,5,30.00045181806412,0
1542,tren,barco,5,30.00043270378607,0
1543,barco,tren,8,30.000706285159726,0
1544,tren,barco,4,30.00025483350949,0
1545,tren,barco,4,30.00043247729626,0
1546,tren,barco,2,30.00014840690248,0
1547,tren,barco,3,30.000294822233734,0
1548,barco,tren,2,30.000149128577288,0
1549,barco,tren,1,30.000068430219812,0
1550,tren,barco,8,30.001048912107606,0
1551,tren,barco,7,30.000606393892358,0
1552,barco,tren,5,30.00030875830004,0
1553,tren,barco,9,30.00107363790801,0
1554,barco,tren,3,30.000279509160972,0
1555,barco,tren,8,30.00069701427929,0
1556,barco,tren,5,30.000321092461977,0
1557,tren,barco,3,30.00026091502414,0
1558,tren,barco,4,30.000452297145536,0
1559,tren,barco,1,30.000094761607297,0
1560,tren,barco,9,30.001035307498125,0
1561,barco,tren,6,30.000398861645582,0
1562,tren,barco,2,30.000180618196964,0
1563,tren,barco,10,30.00059609336315,0
1564,tren,barco,1,30.000124111218394,0
1565,barco,tren,2,30.00013740489582,0
1566,tren,barco,1,30.00009833339617,0
1567,barco,tren,8,30.000323724524247,0
1568,barco,tren,8,30.000880229089738,0
1569,tren,barco,3,30.000440630437435,0
1570,barco,tren,4,30.000256421967883,0
1571,barco,tren,2,30.000161144946183,0
1572,barco,tren,5,30.000454767347037,0
1573,tren,barco,3,30.000250642355297,0
1574,tren,barco,2,30.00017445713829,0
1575,tren,barco,4,30.000332784998804,0
1576,tren,barco,4,30.000597380884745,0
1577,barco,tren,4,30.000400329821353,0
1578,tren,barco,6,30.000805997909982,0
1579,barco,tren,5,30.000344689145212,0
1580,tren,barco,2,30.00020564894077,0
1581,barco,tren,8,30.000800513392083,0
1582,barco,tren,5,30.000457087888513,0
1583,barco,tren,6,30.000527903336643,0
1584,barco,tren,5,30.00031223334118,0
1585,tren,barco,9,30.001104211962975,0
1586,tren,barco,6,30.00038478237651,0
1587,tren,barco,4,30.000493138509512,0
1588,tren,barco,7,30.000796441264058,0
1589,barco,tren,4,30.00036294212546,0
1590,tren,barco,3,30.000298626843502,0
1591,barco,tren,10,30.000765609684873,0
1592,barco,tren,4,30.000239365545095,0
1593,barco,tren,6,30.00040804027012,0
1594,tren,barco,5,30.000706573314364,0
1595,tren,barco,2,30.00026693388996,0
1596,barco,tren,3,30.000135378874244,0
1597,tren,barco,8,30.000583514744754,0
1598,barco,tren,10,30.000755844502237,0
1599,barco,tren,2,30.000143012132835,0
1600,tren,barco,6,30.000734917017425,0
1601,barco,tren,6,30.0002640152546,0
1602,tren,barco,9,30.000700141112116,0
1603,barco,tren,5,30.000296153567067,0
1604,barco,tren,5,30.000290080361484,0
1605,barco,tren,5,30.000485247062656,0
1606,tren,barco,5,30.0005013164179,0
1607,tren,barco,7,30.000944061181197,0
1608,barco,tren,1,30.000065011888122,0
1609,barco,tren,1,30.00008627891339,0
1610,tren,barco,3,30.000247821224715,0
1611,barco,tren,7,30.000438436967503,0
1612,barco,tren,3,30.00017835263,0
1613,tren,barco,10,30.00086788492564,0
1614,barco,tren,9,30.000773470065706,0
1615,tren,barco,1,30.000148914484136,0
1616,barco,tren,2,30.000170474113,0
1617,barco,tren,7,30.000448462537356,0
1618,tren,barco,2,30.000214793084336,0
1619,barco,tren,3,30.000207526044868,0
1620,tren,barco,9,30.00062492541124,0
1621,barco,tren,7,30.000403179534327,0
1622,barco,tren,6,30.000569658983654,0
1623,tren,barco,3,30.000196376314292,0
1624,tren,barco,4,30.00058467563825,0
1625,tren,barco,9,30.000787525578826,0
1626,tren,barco,3,30.00027820074595,0
1627,barco,tren,9,30.000620969105942,0
1628,tren,barco,7,30.00060148039195,0
1629,barco,tren,2,30.00013867229646,0
1630,tren,barco,4,30.000433527853772,0
1631,tren,barco,6,30.000399067345313,0
1632,tren,barco,8,30.000667296244043,0
1633,tren,barco,10,30.001417915757973,0
1634,tren,barco,5,30.00050639843234,0
1635,tren,barco,3,30.000240715654304,0
1636,barco,tren,1,30.0000784408418,0
1637,barco,tren,2,30.000085967601432,0
1638,barco,tren,7,30.00039907161584,0
1639,tren,barco,4,30.000387217915435,0
1640,barco,tren,1,30.00005760816819,0
1641,barco,tren,1,30.00006400374562,0
1642,tren,barco,4,30.000384954275265,0
1643,tren,barco,3,30.000198141334565,0
1644,tren,barco,6,30.000830498098487,0
1645,tren,barco,10,30.00100014753579,0
1646,barco,tren,2,30.000169436510706,0
1647,tren,barco,6,30.000617205736546,0
1648,barco,tren,3,30.000251571728953,0
1649,tren,barco,3,30.000272209787983,0
1650,barco,tren,7,30.000587164320947,0
1651,barco,tren,9,30.00060313753377,0
1652,tren,barco,10,30.000897137794592,0
1653,tren,barco,8,30.000622446221858,0
1654,tren,barco,5,30.000342644165947,0
1655,barco,tren,4,30.00041761141504,0
1656,barco,tren,5,30.000201291667146,0
1657,tren,barco,10,30.000845873229814,0
1658,tren,barco,4,30.00051925326669,0
1659,barco,tren,7,30.000788883913224,0
1660,barco,tren,3,30.00027478928101,0
1661,barco,tren,9,30.000783400784663,0
1662,barco,tren,4,30.000241787041894,0
1663,barco,tren,2,30.000134043196507,0
1664,tren,barco,5,30.000740655238957,0
1665,tren,barco,7,30.00070981952715,0
1666,tren,barco,4,30.00044293690852,0
1667,tren,barco,9,30.00070182759096,0
1668,barco,tren,5,30.000469608480362,0
1669,tren,barco,10,30.001159426187765,0
1670,barco,tren,2,30.000146535777176,0
1671,tren,barco,3,30.000169235515393,0
1672,tren,barco,1,30.000121567425442,0
1673,tren,barco,8,30.000606918966923,0
1674,barco,tren,9,30.00041966123552,0
1675,tren,barco,5,30.000494796401156,0
1676,tren,barco,9,30.00085985291041,0
1677,tren,barco,3,30.0003342925379,0
1678,tren,barco,6,30.000467960016692,0
1679,tren,barco,4,30.000388606338678,0
1680,tren,barco,4,30.000428534216233,0
1681,barco,tren,7,30.000468337705062,0
1682,tren,barco,9,30.000633799450693,0
1683,barco,tren,9,30.000501189702504,0
1684,barco,tren,9,30.000427011939365,0
1685,barco,tren,4,30.00037652860829,0
1686,tren,barco,6,30.00060805691115,0
1687,barco,tren,3,30.000234731084905,0
1688,barco,tren,6,30.000343275037626,0
1689,barco,tren,10,30.0008013121399,0
1690,barco,tren,7,30.000522791899467,0
1691,tren,barco,4,30.000211422234983,0
1692,barco,tren,8,30.000632291820967,0
1693,barco,tren,1,30.000071962736243,0
1694,barco,tren,8,30.000810892887444,0
1695,barco,tren,10,30.000760642279936,0
1696,barco,tren,4,30.000292888881003,0
1697,tren,barco,9,30.000607457632302,0
1698,barco,tren,6,30.000447381039066,0
1699,barco,tren,2,30.00013196695993,0
1700,barco,tren,6,30.000255259526746,0
1701,tren,barco,2,30.000110693038224,0
1702,tren,barco,7,30.000766231163542,0
1703,barco,tren,9,30.000457602308078,0
1704,barco,tren,5,30.00039217195965,0
1705,barco,tren,9,30.000902701460817,0
1706,tren,barco,7,30.00084669988132,0
1707,barco,tren,7,30.00048111184792,0
1708,tren,barco,7,30.000758256137765,0
1709,barco,tren,3,30.00017287096943,0
1710,barco,tren,6,30.0006124010607,0
1711,barco,tren,3,30.000220584451657,0
1712,tren,barco,6,30.00049518591889,0
1713,tren,barco,5,30.000619160085872,0
1714,tren,barco,4,30.000417452393073,0
1715,barco,tren,7,30.000547443459652,0
1716,barco,tren,4,30.000379458835734,0
1717,barco,tren,1,30.000058656230784,0
1718,barco,tren,4,30.000248903588503,0
1719,barco,tren,10,30.000785278296203,0
1720,tren,barco,3,30.000301426396778,0
1721,tren,barco,1,30.00009790641695,0
1722,barco,tren,4,30.00032070732183,0
1723,barco,tren,6,30.00042227550018,0
1724,barco,tren,6,30.000701266861533,0
1725,barco,tren,4,30.000196476161793,0
1726,barco,tren,3,30.000280069738913,0
1727,barco,tren,6,30.0003351050894,0
1728,tren,barco,5,30.000696651975034,0
1729,tren,barco,8,30.000870986484017,0
1730,barco,tren,8,30.000645695815592,0
1731,tren,barco,8,30.000762366228486,0
1732,tren,barco,8,30.000652559981226,0
1733,tren,barco,7,30.0005548252792,0
1734,barco,tren,9,30.000420258117433,0
1735,tren,barco,7,30.00066095175973,0
1736,tren,barco,1,30.000088480185266,0
1737,tren,barco,6,30.000564711842614,0
1738,barco,tren,5,30.00040313609319,0
1739,barco,tren,2,30.00018498545731,0
1740,barco,tren,7,30.000533117363478,0
1741,tren,barco,5,30.000360487774405,0
1742,barco,tren,10,30.00069911667909,0
1743,tren,barco,4,30.000439150179183,0
1744,tren,barco,10,30.000543699524318,0
1745,barco,tren,2,30.000083643410566,0
1746,barco,tren,7,30.00042907863019,0
1747,tren,barco,8,30.00079198056727,0
1748,barco,tren,7,30.000481736558108,0
1749,barco,tren,9,30.000600993805147,0
1750,barco,tren,8,30.000605605571998,0
1751,barco,tren,1,30.000082137532353,0
1752,barco,tren,10,30.000440125590742,0
1753,tren,barco,1,30.00009476171403,0
1754,barco,tren,1,30.00004228246859,0
1755,barco,tren,9,30.000488057451957,0
1756,barco,tren,3,30.000321408785044,0
1757,barco,tren,3,30.00017766107235,0
1758,tren,barco,7,30.00089923770043,0
1759,barco,tren,6,30.00047660450883,0
1760,tren,barco,2,30.000201310905727,0
1761,tren,barco,5,30.000573578039095,0
1762,barco,tren,1,30.00005272453054,0
1763,tren,barco,6,30.00079940311491,0
1764,barco,tren,3,30.00016657258432,0
1765,barco,tren,6,30.00038540442039,0
1766,tren,barco,3,30.000212406117868,0
1767,barco,tren,9,30.00055090700231,0
1768,barco,tren,5,30.00041186987685,0
1769,tren,barco,6,30.0009389033655,0
1770,barco,tren,1,30.00009552358233,0
1771,barco,tren,9,30.000899893943522,0
1772,barco,tren,1,30.00006073621195,0
1773,tren,barco,5,30.000278310453538,0
1774,tren,barco,6,30.00083638711341,0
1775,tren,barco,5,30.000385436293527,0
1776,barco,tren,2,30.0001086020283,0
1777,tren,barco,9,30.000675521617385,0
1778,barco,tren,7,30.000811176952507,0
1779,tren,barco,7,30.000710206600555,0
1780,tren,barco,9,30.001009785096482,0
1781,tren,barco,2,30.000293117179954,0
1782,barco,tren,2,30.000129687521095,0
1783,barco,tren,1,30.000070478671752,0
1784,tren,barco,8,30.00084111619601,0
1785,tren,barco,3,30.000415467459145,0
1786,tren,barco,7,30.000956208028402,0
1787,tren,barco,6,30.000778607599713,0
1788,barco,tren,1,30.000070048087917,0
1789,barco,tren,1,30.000113402095256,0
1790,barco,tren,9,30.000536480433972,0
1791,tren,barco,4,30.000373156551007,0
1792,barco,tren,3,30.00022637009651,0
1793,barco,tren,6,30.000424702506425,0
1794,tren,barco,10,30.001009313688506,0
1795,tren,barco,4,30.000437338751276,0
1796,barco,tren,7,30.000420882853017,0
1797,tren,barco,8,30.000773464740274,0
1798,barco,tren,5,30.00035624320376,0
1799,barco,tren,8,30.00063471450382,0
1800,barco,tren,10,30.000677962693988,0
1801,tren,barco,7,30.000670281155795,0
1802,barco,tren,8,30.00096937907945,0
1803,tren,barco,6,30.000794759331093,0
1804,tren,barco,9,30.000847084290967,0
1805,tren,barco,4,30.000371736351507,0
1806,barco,tren,8,30.000799654102796,0
1807,barco,tren,2,30.00013923775194,0
1808,barco,tren,5,30.000200754261733,0
1809,tren,barco,5,30.00061932889982,0
1810,barco,tren,8,30.000430526169104,0
1811,barco,tren,9,30.000714889675304,0
1812,tren,barco,3,30.00031096187045,0
1813,barco,tren,3,30.000207672937268,0
1814,tren,barco,8,30.000571339920608,0
1815,tren,barco,1,30.00008392875703,0
1816,barco,tren,7,30.00030143492794,0
1817,tren,barco,7,30.000433948273006,0
1818,tren,barco,10,30.000945422533174,0
1819,barco,tren,5,30.0001990286603,0
1820,tren,barco,8,30.000550990954014,0
1821,barco,tren,7,30.00029092604586,0
1822,barco,tren,7,30.000460696912494,0
1823,barco,tren,10,30.000671868721877,0
1824,barco,tren,7,30.00032798571228,0
1825,barco,tren,4,30.000338516163648,0
1826,tren,barco,10,30.001061775300716,0
1827,barco,tren,2,30.000211817395485,0
1828,barco,tren,4,30.000419585506627,0
1829,barco,tren,2,30.000167838369073,0
1830,barco,tren,7,30.000555165473433,0
1831,barco,tren,6,30.000541631972425,0
1832,tren,barco,6,30.00043210234556,0
1833,tren,barco,9,30.00090968256653,0
1834,barco,tren,7,30.00052551696494,0
1835,barco,tren,7,30.00085616911048,0
1836,tren,barco,7,30.00073825773048,0
1837,barco,tren,1,30.000065374055986,0
1838,barco,tren,2,30.00009312272641,0
1839,tren,barco,9,30.000545820212213,0
1840,barco,tren,1,30.00007918134005,0
1841,barco,tren,7,30.000317009424663,0
1842,tren,barco,6,30.000655153414588,0
1843,tren,barco,1,30.000119218740096,0
1844,barco,tren,2,30.000133650503688,0
1845,tren,barco,5,30.000260100410436,0
1846,tren,barco,2,30.000219205972225,0
1847,barco,tren,1,30.000112146415933,0
1848,tren,barco,3,30.000215447829834,0
1849,barco,tren,5,30.00027885836138,0
1850,tren,barco,8,30.000984532622546,0
1851,barco,tren,10,30.00053577114254,0
1852,barco,tren,4,30.000384022866584,0
1853,barco,tren,7,30.000817578171546,0
1854,barco,tren,1,30.00006472877709,0
1855,tren,barco,10,30.001333948243882,0
1856,barco,tren,2,30.000159838062462,0
1857,tren,barco,1,30.00013367542969,0
1858,barco,tren,8,30.000761371669235,0
